%time,field.header.seq,field.header.stamp,field.header.frame_id,field.points0.x,field.points0.y,field.points0.z,field.points1.x,field.points1.y,field.points1.z,field.points2.x,field.points2.y,field.points2.z,field.points3.x,field.points3.y,field.points3.z,field.points4.x,field.points4.y,field.points4.z,field.points5.x,field.points5.y,field.points5.z,field.points6.x,field.points6.y,field.points6.z,field.points7.x,field.points7.y,field.points7.z,field.points8.x,field.points8.y,field.points8.z,field.points9.x,field.points9.y,field.points9.z,field.points10.x,field.points10.y,field.points10.z,field.points11.x,field.points11.y,field.points11.z,field.points12.x,field.points12.y,field.points12.z,field.points13.x,field.points13.y,field.points13.z,field.points14.x,field.points14.y,field.points14.z,field.points15.x,field.points15.y,field.points15.z
1451515033987816386,718,1451515033986181571,sonar_frame,0.0689999982715,5.1360001564,0.0,2.13492417336,2.52744364738,0.0,2.14765262604,1.23249995708,0.0,2.12970662117,0.373254477978,0.0,2.1139497757,-0.370476096869,0.0,2.07750463486,-1.19200003147,0.0,2.05136179924,-2.42785787582,0.0,0.0689999982715,-5.1360001564,0.0,-0.157000005245,-5.1360001564,0.0,-3.41693806648,-3.94922232628,0.0,-4.56712722778,-2.57800006866,0.0,-5.17903900146,-0.895240902901,0.0,-5.17903900146,0.895240902901,0.0,-4.56712722778,2.57800006866,0.0,-3.41693806648,3.94922232628,0.0,-0.157000005245,5.1360001564,0.0
1451515034087263874,719,1451515034086089576,sonar_frame,0.0689999982715,5.1360001564,0.0,2.13492417336,2.52744364738,0.0,2.14765262604,1.23249995708,0.0,2.12970662117,0.373254477978,0.0,2.11493444443,-0.370649755001,0.0,2.07750463486,-1.19200003147,0.0,2.05136179924,-2.42785787582,0.0,0.0689999982715,-5.1360001564,0.0,-0.157000005245,-5.1360001564,0.0,-3.41693806648,-3.94922232628,0.0,-4.56712722778,-2.57800006866,0.0,-5.17903900146,-0.895240902901,0.0,-5.17903900146,0.895240902901,0.0,-4.56712722778,2.57800006866,0.0,-3.41693806648,3.94922232628,0.0,-0.157000005245,5.1360001564,0.0
1451515034187845186,720,1451515034185648378,sonar_frame,0.0689999982715,5.1360001564,0.0,2.13492417336,2.52744364738,0.0,2.14765262604,1.23249995708,0.0,2.12970662117,0.373254477978,0.0,2.1139497757,-0.370476096869,0.0,2.07750463486,-1.19200003147,0.0,2.05136179924,-2.42785787582,0.0,0.0689999982715,-5.1360001564,0.0,-0.157000005245,-5.1360001564,0.0,-3.41693806648,-3.94922232628,0.0,-4.56712722778,-2.57800006866,0.0,-5.17903900146,-0.895240902901,0.0,-5.17903900146,0.895240902901,0.0,-4.56712722778,2.57800006866,0.0,-3.41693806648,3.94922232628,0.0,-0.157000005245,5.1360001564,0.0
1451515034286798140,721,1451515034285599974,sonar_frame,0.0689999982715,5.1360001564,0.0,2.13492417336,2.52744364738,0.0,2.14765262604,1.23249995708,0.0,2.12970662117,0.373254477978,0.0,2.1139497757,-0.370476096869,0.0,2.07663846016,-1.1914999485,0.0,2.05136179924,-2.42785787582,0.0,0.0689999982715,-5.1360001564,0.0,-0.157000005245,-5.1360001564,0.0,-3.41693806648,-3.94922232628,0.0,-4.56712722778,-2.57800006866,0.0,-5.17903900146,-0.895240902901,0.0,-5.17903900146,0.895240902901,0.0,-4.56712722778,2.57800006866,0.0,-3.41693806648,3.94922232628,0.0,-0.157000005245,5.1360001564,0.0
1451515034388318704,722,1451515034386329001,sonar_frame,0.0689999982715,5.1360001564,0.0,2.13492417336,2.52744364738,0.0,2.14765262604,1.23249995708,0.0,2.12970662117,0.373254477978,0.0,2.1139497757,-0.370476096869,0.0,2.07750463486,-1.19200003147,0.0,2.05136179924,-2.42785787582,0.0,0.0689999982715,-5.1360001564,0.0,-0.157000005245,-5.1360001564,0.0,-3.41693806648,-3.94922232628,0.0,-4.56712722778,-2.57800006866,0.0,-5.17903900146,-0.895240902901,0.0,-5.17903900146,0.895240902901,0.0,-4.56712722778,2.57800006866,0.0,-3.41693806648,3.94922232628,0.0,-0.157000005245,5.1360001564,0.0
1451515034487440862,723,1451515034485848754,sonar_frame,0.0689999982715,5.1360001564,0.0,2.13492417336,2.52744364738,0.0,2.14765262604,1.23249995708,0.0,2.12970662117,0.373254477978,0.0,2.1139497757,-0.370476096869,0.0,2.07750463486,-1.19200003147,0.0,2.05136179924,-2.42785787582,0.0,0.0689999982715,-5.1360001564,0.0,-0.157000005245,-5.1360001564,0.0,-3.41693806648,-3.94922232628,0.0,-4.56712722778,-2.57800006866,0.0,-5.17903900146,-0.895240902901,0.0,-5.17903900146,0.895240902901,0.0,-4.56712722778,2.57800006866,0.0,-3.41693806648,3.94922232628,0.0,-0.157000005245,5.1360001564,0.0
1451515034588293597,724,1451515034586678784,sonar_frame,0.0689999982715,5.1360001564,0.0,2.13492417336,2.52744364738,0.0,2.14765262604,1.23249995708,0.0,2.12970662117,0.373254477978,0.0,2.1139497757,-0.370476096869,0.0,2.07750463486,-1.19200003147,0.0,2.05136179924,-2.42785787582,0.0,0.0689999982715,-5.1360001564,0.0,-0.157000005245,-5.1360001564,0.0,-3.41693806648,-3.94922232628,0.0,-4.56712722778,-2.57800006866,0.0,-5.17903900146,-0.895240902901,0.0,-5.17903900146,0.895240902901,0.0,-4.56712722778,2.57800006866,0.0,-3.41693806648,3.94922232628,0.0,-0.157000005245,5.1360001564,0.0
1451515034688834961,725,1451515034687342051,sonar_frame,0.0689999982715,5.1360001564,0.0,2.13492417336,2.52744364738,0.0,2.14765262604,1.23249995708,0.0,2.12970662117,0.373254477978,0.0,2.1139497757,-0.370476096869,0.0,2.07750463486,-1.19200003147,0.0,2.05136179924,-2.42785787582,0.0,0.0689999982715,-5.1360001564,0.0,-0.157000005245,-5.1360001564,0.0,-3.41693806648,-3.94922232628,0.0,-4.56712722778,-2.57800006866,0.0,-5.17903900146,-0.895240902901,0.0,-5.17903900146,0.895240902901,0.0,-4.56712722778,2.57800006866,0.0,-3.41693806648,3.94922232628,0.0,-0.157000005245,5.1360001564,0.0
1451515034787984655,726,1451515034786973569,sonar_frame,0.0689999982715,5.1360001564,0.0,2.13492417336,2.52744364738,0.0,2.14765262604,1.23249995708,0.0,2.12970662117,0.373254477978,0.0,2.1139497757,-0.370476096869,0.0,2.07663846016,-1.1914999485,0.0,2.05136179924,-2.42785787582,0.0,0.0689999982715,-5.1360001564,0.0,-0.157000005245,-5.1360001564,0.0,-3.41693806648,-3.94922232628,0.0,-4.56712722778,-2.57800006866,0.0,-5.17903900146,-0.895240902901,0.0,-5.17903900146,0.895240902901,0.0,-4.56712722778,2.57800006866,0.0,-3.41693806648,3.94922232628,0.0,-0.157000005245,5.1360001564,0.0
1451515034889751683,727,1451515034887688651,sonar_frame,0.0689999982715,5.1360001564,0.0,2.13492417336,2.52744364738,0.0,2.14765262604,1.23249995708,0.0,2.12970662117,0.373254477978,0.0,2.1139497757,-0.370476096869,0.0,2.07750463486,-1.19200003147,0.0,2.05136179924,-2.42785787582,0.0,0.0689999982715,-5.1360001564,0.0,-0.157000005245,-5.1360001564,0.0,-3.41693806648,-3.94922232628,0.0,-4.56712722778,-2.57800006866,0.0,-5.17903900146,-0.895240902901,0.0,-5.17903900146,0.895240902901,0.0,-4.56712722778,2.57800006866,0.0,-3.41693806648,3.94922232628,0.0,-0.157000005245,5.1360001564,0.0
