%time,field.header.seq,field.header.stamp,field.header.frame_id,field.points0.x,field.points0.y,field.points0.z,field.points1.x,field.points1.y,field.points1.z,field.points2.x,field.points2.y,field.points2.z,field.points3.x,field.points3.y,field.points3.z,field.points4.x,field.points4.y,field.points4.z,field.points5.x,field.points5.y,field.points5.z,field.points6.x,field.points6.y,field.points6.z,field.points7.x,field.points7.y,field.points7.z,field.points8.x,field.points8.y,field.points8.z,field.points9.x,field.points9.y,field.points9.z,field.points10.x,field.points10.y,field.points10.z,field.points11.x,field.points11.y,field.points11.z,field.points12.x,field.points12.y,field.points12.z,field.points13.x,field.points13.y,field.points13.z,field.points14.x,field.points14.y,field.points14.z,field.points15.x,field.points15.y,field.points15.z
1451524780125750822,6907,1451524780125271551,sonar_frame,0.0689999982715,5.1360001564,0.0,1.65283358097,1.95291042328,0.0,1.66008031368,0.950999975204,0.0,1.66586220264,0.29146617651,0.0,1.66980147362,-0.292160779238,0.0,1.67566883564,-0.959999978542,0.0,1.58276963234,-1.86941158772,0.0,0.0689999982715,-5.1360001564,0.0,-0.157000005245,-5.1360001564,0.0,-3.41693806648,-3.94922232628,0.0,-4.56712722778,-2.57800006866,0.0,-5.17903900146,-0.895240902901,0.0,-5.17903900146,0.895240902901,0.0,-4.56712722778,2.57800006866,0.0,-3.41693806648,3.94922232628,0.0,-0.157000005245,5.1360001564,0.0
1451524780226260469,6908,1451524780224983951,sonar_frame,0.0689999982715,5.1360001564,0.0,1.65283358097,1.95291042328,0.0,1.66008031368,0.950999975204,0.0,1.66586220264,0.29146617651,0.0,1.66980147362,-0.292160779238,0.0,1.67566883564,-0.959999978542,0.0,1.58276963234,-1.86941158772,0.0,0.0689999982715,-5.1360001564,0.0,-0.157000005245,-5.1360001564,0.0,-3.41693806648,-3.94922232628,0.0,-4.56712722778,-2.57800006866,0.0,-5.17903900146,-0.895240902901,0.0,-5.17903900146,0.895240902901,0.0,-4.56712722778,2.57800006866,0.0,-3.41693806648,3.94922232628,0.0,-0.157000005245,5.1360001564,0.0
1451524780325402740,6909,1451524780324817286,sonar_frame,0.0689999982715,5.1360001564,0.0,1.65283358097,1.95291042328,0.0,1.66008031368,0.950999975204,0.0,1.66586220264,0.29146617651,0.0,1.66980147362,-0.292160779238,0.0,1.67566883564,-0.959999978542,0.0,1.58276963234,-1.86941158772,0.0,0.0689999982715,-5.1360001564,0.0,-0.157000005245,-5.1360001564,0.0,-3.41693806648,-3.94922232628,0.0,-4.56712722778,-2.57800006866,0.0,-5.17903900146,-0.895240902901,0.0,-5.17903900146,0.895240902901,0.0,-4.56712722778,2.57800006866,0.0,-3.41693806648,3.94922232628,0.0,-0.157000005245,5.1360001564,0.0
1451524780426111836,6910,1451524780425624886,sonar_frame,0.0689999982715,5.1360001564,0.0,1.65283358097,1.95291042328,0.0,1.66008031368,0.950999975204,0.0,1.66586220264,0.29146617651,0.0,1.66980147362,-0.292160779238,0.0,1.67566883564,-0.959999978542,0.0,1.58276963234,-1.86941158772,0.0,0.0689999982715,-5.1360001564,0.0,-0.157000005245,-5.1360001564,0.0,-3.41693806648,-3.94922232628,0.0,-4.56712722778,-2.57800006866,0.0,-5.17903900146,-0.895240902901,0.0,-5.17903900146,0.895240902901,0.0,-4.56712722778,2.57800006866,0.0,-3.41693806648,3.94922232628,0.0,-0.157000005245,5.1360001564,0.0
1451524780527204420,6911,1451524780526614925,sonar_frame,0.0689999982715,5.1360001564,0.0,1.65283358097,1.95291042328,0.0,1.66008031368,0.950999975204,0.0,1.66586220264,0.29146617651,0.0,1.67078626156,-0.292334407568,0.0,1.67566883564,-0.959999978542,0.0,1.58276963234,-1.86941158772,0.0,0.0689999982715,-5.1360001564,0.0,-0.157000005245,-5.1360001564,0.0,-3.41693806648,-3.94922232628,0.0,-4.56712722778,-2.57800006866,0.0,-5.17903900146,-0.895240902901,0.0,-5.17903900146,0.895240902901,0.0,-4.56712722778,2.57800006866,0.0,-3.41693806648,3.94922232628,0.0,-0.157000005245,5.1360001564,0.0
1451524780628470184,6912,1451524780627519854,sonar_frame,0.0689999982715,5.1360001564,0.0,1.65283358097,1.95291042328,0.0,1.66094636917,0.951499998569,0.0,1.66586220264,0.29146617651,0.0,1.67078626156,-0.292334407568,0.0,1.67566883564,-0.959999978542,0.0,1.58341252804,-1.87017762661,0.0,0.0689999982715,-5.1360001564,0.0,-0.157000005245,-5.1360001564,0.0,-3.41693806648,-3.94922232628,0.0,-4.56712722778,-2.57800006866,0.0,-5.17903900146,-0.895240902901,0.0,-5.17903900146,0.895240902901,0.0,-4.56712722778,2.57800006866,0.0,-3.41693806648,3.94922232628,0.0,-0.157000005245,5.1360001564,0.0
1451524780728188828,6913,1451524780727395324,sonar_frame,0.0689999982715,5.1360001564,0.0,1.65283358097,1.95291042328,0.0,1.66094636917,0.951499998569,0.0,1.66586220264,0.29146617651,0.0,1.67078626156,-0.292334407568,0.0,1.67566883564,-0.959999978542,0.0,1.58276963234,-1.86941158772,0.0,0.0689999982715,-5.1360001564,0.0,-0.157000005245,-5.1360001564,0.0,-3.41693806648,-3.94922232628,0.0,-4.56712722778,-2.57800006866,0.0,-5.17903900146,-0.895240902901,0.0,-5.17903900146,0.895240902901,0.0,-4.56712722778,2.57800006866,0.0,-3.41693806648,3.94922232628,0.0,-0.157000005245,5.1360001564,0.0
1451524780827717939,6914,1451524780827234072,sonar_frame,0.0689999982715,5.1360001564,0.0,1.65283358097,1.95291042328,0.0,1.66008031368,0.950999975204,0.0,1.66586220264,0.29146617651,0.0,1.67078626156,-0.292334407568,0.0,1.67566883564,-0.959999978542,0.0,1.58276963234,-1.86941158772,0.0,0.0689999982715,-5.1360001564,0.0,-0.157000005245,-5.1360001564,0.0,-3.41693806648,-3.94922232628,0.0,-4.56712722778,-2.57800006866,0.0,-5.17903900146,-0.895240902901,0.0,-5.17903900146,0.895240902901,0.0,-4.56712722778,2.57800006866,0.0,-3.41693806648,3.94922232628,0.0,-0.157000005245,5.1360001564,0.0
1451524780928112798,6915,1451524780927513650,sonar_frame,0.0689999982715,5.1360001564,0.0,1.65283358097,1.95291042328,0.0,1.66008031368,0.950999975204,0.0,1.66586220264,0.29146617651,0.0,1.67078626156,-0.292334407568,0.0,1.67566883564,-0.959999978542,0.0,1.58276963234,-1.86941158772,0.0,0.0689999982715,-5.1360001564,0.0,-0.157000005245,-5.1360001564,0.0,-3.41693806648,-3.94922232628,0.0,-4.56712722778,-2.57800006866,0.0,-5.17903900146,-0.895240902901,0.0,-5.17903900146,0.895240902901,0.0,-4.56712722778,2.57800006866,0.0,-3.41693806648,3.94922232628,0.0,-0.157000005245,5.1360001564,0.0
1451524781027821008,6916,1451524781026732028,sonar_frame,0.0689999982715,5.1360001564,0.0,1.65219080448,1.95214438438,0.0,1.66008031368,0.950999975204,0.0,1.66586220264,0.29146617651,0.0,1.66980147362,-0.292160779238,0.0,1.67566883564,-0.959999978542,0.0,1.58276963234,-1.86941158772,0.0,0.0689999982715,-5.1360001564,0.0,-0.157000005245,-5.1360001564,0.0,-3.41693806648,-3.94922232628,0.0,-4.56712722778,-2.57800006866,0.0,-5.17903900146,-0.895240902901,0.0,-5.17903900146,0.895240902901,0.0,-4.56712722778,2.57800006866,0.0,-3.41693806648,3.94922232628,0.0,-0.157000005245,5.1360001564,0.0
